date,year,month,day,x,y
19970821,1997,08,21,308250.0,3384720.0
19970821,1997,08,21,308280.0,3384720.0
19970821,1997,08,21,308310.0,3384720.0
19970821,1997,08,21,308340.0,3384720.0
19970821,1997,08,21,308370.0,3384720.0
19970821,1997,08,21,308400.0,3384720.0
19970821,1997,08,21,308430.0,3384720.0
19970821,1997,08,21,308460.0,3384720.0
19970821,1997,08,21,308490.0,3384690.0
19970821,1997,08,21,308520.0,3384690.0
19970821,1997,08,21,308550.0,3384690.0
19970821,1997,08,21,308580.0,3384690.0
19970821,1997,08,21,308610.0,3384690.0
19970821,1997,08,21,308640.0,3384690.0
19970821,1997,08,21,308670.0,3384660.0
19970821,1997,08,21,308700.0,3384660.0
19970821,1997,08,21,308730.0,3384660.0
19970821,1997,08,21,308760.0,3384630.0
19970821,1997,08,21,308790.0,3384630.0
19970821,1997,08,21,308820.0,3384630.0
19970821,1997,08,21,308820.0,3384600.0
19970821,1997,08,21,308850.0,3384600.0
19970821,1997,08,21,308880.0,3384600.0
19970821,1997,08,21,308880.0,3384570.0
19970821,1997,08,21,308910.0,3384570.0
19970821,1997,08,21,308940.0,3384570.0
19970821,1997,08,21,308940.0,3384540.0
19970821,1997,08,21,308970.0,3384540.0
19970821,1997,08,21,309000.0,3384540.0
19970821,1997,08,21,309000.0,3384510.0
19970821,1997,08,21,309030.0,3384510.0
19970821,1997,08,21,309060.0,3384510.0
19970821,1997,08,21,309060.0,3384480.0
19970821,1997,08,21,309090.0,3384480.0
19970821,1997,08,21,309120.0,3384480.0
19970821,1997,08,21,309120.0,3384450.0
19970821,1997,08,21,309150.0,3384450.0
19970821,1997,08,21,309180.0,3384450.0
19970821,1997,08,21,309180.0,3384420.0
19970821,1997,08,21,309210.0,3384420.0
19970821,1997,08,21,309240.0,3384420.0
19970821,1997,08,21,309240.0,3384390.0
19970821,1997,08,21,309270.0,3384390.0
19970821,1997,08,21,309300.0,3384390.0
19970821,1997,08,21,309300.0,3384360.0
19970821,1997,08,21,309330.0,3384360.0
19970821,1997,08,21,309360.0,3384360.0
19970821,1997,08,21,309360.0,3384330.0
19970821,1997,08,21,309390.0,3384330.0
19970821,1997,08,21,309420.0,3384330.0
19970821,1997,08,21,309420.0,3384300.0
19970821,1997,08,21,309450.0,3384300.0
19970821,1997,08,21,309480.0,3384300.0
19970821,1997,08,21,309510.0,3384300.0
19970821,1997,08,21,309540.0,3384300.0
19970821,1997,08,21,309570.0,3384300.0
19970821,1997,08,21,309600.0,3384300.0
19970821,1997,08,21,309630.0,3384300.0
19970821,1997,08,21,309660.0,3384300.0
19970821,1997,08,21,309690.0,3384300.0
19970821,1997,08,21,309720.0,3384300.0
19970821,1997,08,21,309750.0,3384300.0
19970821,1997,08,21,309780.0,3384300.0
19970821,1997,08,21,309810.0,3384300.0
19970821,1997,08,21,309840.0,3384300.0
19970821,1997,08,21,309870.0,3384300.0
19970821,1997,08,21,309900.0,3384330.0
19970821,1997,08,21,309930.0,3384330.0
19970821,1997,08,21,309960.0,3384330.0
19970821,1997,08,21,309990.0,3384330.0
19970821,1997,08,21,310020.0,3384330.0
19970821,1997,08,21,310050.0,3384330.0
19970821,1997,08,21,310080.0,3384330.0
19970821,1997,08,21,310110.0,3384330.0
19970821,1997,08,21,310140.0,3384330.0
19970821,1997,08,21,310170.0,3384330.0
19970821,1997,08,21,310200.0,3384330.0
19970821,1997,08,21,310230.0,3384330.0
19970821,1997,08,21,310260.0,3384330.0
19970821,1997,08,21,310290.0,3384330.0
19970821,1997,08,21,310320.0,3384330.0
19970821,1997,08,21,310350.0,3384330.0
19970821,1997,08,21,310380.0,3384330.0
19970821,1997,08,21,310410.0,3384330.0
19970821,1997,08,21,310440.0,3384330.0
19970821,1997,08,21,310470.0,3384330.0
19970821,1997,08,21,310500.0,3384330.0
19970821,1997,08,21,310530.0,3384330.0
19970821,1997,08,21,310560.0,3384330.0
19970821,1997,08,21,310590.0,3384330.0
19970821,1997,08,21,310620.0,3384330.0
19970821,1997,08,21,310650.0,3384330.0
19970821,1997,08,21,310680.0,3384330.0
19970821,1997,08,21,310710.0,3384360.0
19970821,1997,08,21,310740.0,3384360.0
19970821,1997,08,21,310770.0,3384360.0
19970821,1997,08,21,310800.0,3384360.0
19970821,1997,08,21,310830.0,3384360.0
19970821,1997,08,21,310860.0,3384360.0
19970821,1997,08,21,310890.0,3384360.0
19970821,1997,08,21,310920.0,3384360.0
19970821,1997,08,21,310950.0,3384360.0
19970821,1997,08,21,310980.0,3384360.0
19970821,1997,08,21,311010.0,3384360.0
19970821,1997,08,21,311040.0,3384360.0
19970821,1997,08,21,311070.0,3384360.0
19970821,1997,08,21,311100.0,3384360.0
19970821,1997,08,21,311130.0,3384360.0
19970821,1997,08,21,311160.0,3384360.0
19970821,1997,08,21,311190.0,3384360.0
19970821,1997,08,21,311220.0,3384360.0
19970821,1997,08,21,311250.0,3384360.0
19970821,1997,08,21,311280.0,3384360.0
19970821,1997,08,21,311310.0,3384360.0
19970821,1997,08,21,311340.0,3384330.0
19970821,1997,08,21,311370.0,3384330.0
19970821,1997,08,21,311400.0,3384330.0
19970821,1997,08,21,311430.0,3384330.0
19970821,1997,08,21,311460.0,3384330.0
19970821,1997,08,21,311490.0,3384300.0
19970821,1997,08,21,311520.0,3384300.0
19970821,1997,08,21,311550.0,3384300.0
19970821,1997,08,21,311580.0,3384270.0
19970821,1997,08,21,311610.0,3384270.0
19970821,1997,08,21,311640.0,3384270.0
19970821,1997,08,21,311640.0,3384240.0
19970821,1997,08,21,311670.0,3384240.0
19970821,1997,08,21,311700.0,3384240.0
19970821,1997,08,21,311730.0,3384240.0
19970821,1997,08,21,311730.0,3384210.0
19970821,1997,08,21,311760.0,3384210.0
19970821,1997,08,21,311760.0,3384180.0
19970821,1997,08,21,311790.0,3384180.0
19970821,1997,08,21,311820.0,3384180.0
19970821,1997,08,21,311820.0,3384150.0
19970821,1997,08,21,311850.0,3384150.0
19970821,1997,08,21,311880.0,3384150.0
19970821,1997,08,21,311880.0,3384120.0
19970821,1997,08,21,311910.0,3384120.0
19970821,1997,08,21,311910.0,3384090.0
19970821,1997,08,21,311940.0,3384090.0
19970821,1997,08,21,311970.0,3384090.0
19970821,1997,08,21,311970.0,3384060.0
19970821,1997,08,21,312000.0,3384060.0
19970821,1997,08,21,312000.0,3384030.0
19970821,1997,08,21,312030.0,3384030.0
19970821,1997,08,21,312030.0,3384000.0
19970821,1997,08,21,312060.0,3384000.0
19970821,1997,08,21,312060.0,3383970.0
19970821,1997,08,21,312090.0,3383970.0
19970821,1997,08,21,312120.0,3383970.0
19970821,1997,08,21,312120.0,3383940.0
19970821,1997,08,21,312150.0,3383940.0
19970821,1997,08,21,312150.0,3383910.0
19970821,1997,08,21,312180.0,3383910.0
19970821,1997,08,21,312180.0,3383880.0
19970821,1997,08,21,312210.0,3383880.0
19970821,1997,08,21,312210.0,3383850.0
19970821,1997,08,21,312240.0,3383850.0
19970821,1997,08,21,312240.0,3383820.0
19970821,1997,08,21,312270.0,3383820.0
19970821,1997,08,21,312270.0,3383790.0
19970821,1997,08,21,312300.0,3383790.0
19970821,1997,08,21,312330.0,3383790.0
19970821,1997,08,21,312330.0,3383760.0
19970821,1997,08,21,312360.0,3383760.0
19970821,1997,08,21,312390.0,3383760.0
19970821,1997,08,21,312420.0,3383760.0
19970821,1997,08,21,312450.0,3383760.0
19970821,1997,08,21,312480.0,3383760.0
19970821,1997,08,21,312510.0,3383760.0
19970821,1997,08,21,312540.0,3383760.0
19970821,1997,08,21,312570.0,3383760.0
19970821,1997,08,21,312600.0,3383760.0
19970821,1997,08,21,312630.0,3383760.0
19970821,1997,08,21,312660.0,3383760.0
19970821,1997,08,21,312690.0,3383760.0
19970821,1997,08,21,312720.0,3383730.0
19970821,1997,08,21,312750.0,3383730.0
19970821,1997,08,21,312780.0,3383730.0
19970821,1997,08,21,312810.0,3383730.0
19970821,1997,08,21,312840.0,3383730.0
19970821,1997,08,21,312870.0,3383730.0
19970821,1997,08,21,312900.0,3383730.0
19970821,1997,08,21,312930.0,3383730.0
19970821,1997,08,21,312960.0,3383700.0
19970821,1997,08,21,312960.0,3383670.0
19970821,1997,08,21,312990.0,3383670.0
19970821,1997,08,21,313020.0,3383670.0
19970821,1997,08,21,313020.0,3383640.0
19970821,1997,08,21,313050.0,3383640.0
19970821,1997,08,21,313050.0,3383610.0
19970821,1997,08,21,313080.0,3383610.0
19970821,1997,08,21,313080.0,3383580.0
19970821,1997,08,21,313110.0,3383580.0
19970821,1997,08,21,313110.0,3383550.0
19970821,1997,08,21,313140.0,3383550.0
19970821,1997,08,21,313140.0,3383520.0
19970821,1997,08,21,313140.0,3383490.0
19970821,1997,08,21,313170.0,3383490.0
19970821,1997,08,21,313170.0,3383460.0
19970821,1997,08,21,313200.0,3383460.0
19970821,1997,08,21,313200.0,3383430.0
19970821,1997,08,21,313230.0,3383430.0
19970821,1997,08,21,313230.0,3383400.0
19970821,1997,08,21,313260.0,3383400.0
19970821,1997,08,21,313260.0,3383370.0
19970821,1997,08,21,313260.0,3383340.0
19970821,1997,08,21,313290.0,3383340.0
19970821,1997,08,21,313290.0,3383310.0
19970821,1997,08,21,313320.0,3383310.0
19970821,1997,08,21,313320.0,3383280.0
